Alias,Documented Name
Non-Latin: 烟台美讯商贸有限公司,"Non-Latin: YANTAI MEI XUN TRADE CO., LTD."
Non-Latin: 赵,Non-Latin: 冬冬
ZHAO,Dong Dong
Manx,Logan
PAN,Hao
EW-001PA,
Non-Latin: Корчик,Non-Latin: Дмитрий
Non-Latin: Корчык,Non-Latin: Дзмітрый
Korchik,Dmitrii
Korchik,Dmitri
Korchik,Dmitriy
Ivankovich,Valery
Ivankovich,Valery
Ivankovich,Valerii
Ivankovich,Valeriy
Sequoia Treuhand Trust Reg,
Oehri,Roland
Ohri,Roland
Non-Latin: اروموتس لتجارة الطائرات التي تعمل بدون طيار ش.ذ.م.م,Non-Latin: Aeromotus Unmanned Aerial Vehicles Trading LLC
Giger,Markus
Ostrowsky,Alexander
Ostrousky,Alexander
Defense Technology and Science Research Center,
DTSRC,
Institute for Defense Education and Research,
Moassese Amozesh Va Tahghighati,
MAVT Co.,
PAIDAR,Amanallah
Paydar,Aman Ilah
Paydar,Amanollah
Amanollah,Paydar
Amiri,Ahmad
Murat,Rajib
Azarian,Amin
"FARAZAN INDUSTRIAL ENGINEERING, INC.",
"Farazan Co., Ltd.",
Farazan Company,
Non-Latin: Bükey,Non-Latin: Murat
Murat,Recep
Kazikaev,Valery
Kazikaev,Valery
Kazikaev,Valeri
Kazikayev,Valeriy
OZONE HAVACILIK VE SAVUNMA SANAYI TICARET ANONIM SIRKETI,
Ozone Aviation and Defense Industry Inc.,
Ozone Havacilik Ve Savunma San. Tic. AS,
Ozone Aircraft and Defense Industry LLC,
Ozone Hobby,
KTH Group Spol SRO,
Streshinskiy,Vladimir
Streshinskiy,Ivan
Streshinskii,Vladimir
Streshinsky,Ivan
Platifino Limited,
Non-Latin: محمودی,Non-Latin: اصغر
Mahmoodi,Asghar
Selin Technic Co,
Selin Technic Kish Company,
Serghides,Demetrios
Serghides,Demetris
Sergidis,Dimitrios
The Sister Trust,
Ismailova,Gulbakhor
Ismailova,Gulbahor
Pomerol Capital SA,
Almenor Holdings Limited,
Klaret Aviation Limited,
Navis Marine Limited,
Omnia Services Cyprus Ltd,
Hightrail Ltd,
Omnia Antibes,
Windfel Properties Limited,
Predstavitelstvo Windfel Properties Limited,
Savoler Development Limited,
Miramonte Investments Limited,
Attikouris,Kyriakos
Giannakou,Kostas
Yiannakou,Costas
Georgiou,Marilena
Sommen Secretarial Services Limited,
Hernandez,Sanchez
Viner,Natan
Viner,Anton
Viner,Natan
Viner,Nathan
GKR UK OOO,
GKR OOO,
GKR Nedvizhimost OOO,
Rodina Stroi Grupp OOO,
Gruppa Rodina OOO,
Rodina Group,
Investitsionnaya Gruppa Partnery OOO,
Asia Sun Trading Co. Ltd.,
Asia Sun Trading Company Limited,
Asia Sun Trading,
Cargo Link Petroleum Logistics Co. Ltd.,
Cargo Link Petroleum Logistics Company Limited,
Cargo Link Pongrawe Logistics Company Limited,
Genesis Market,
Genesis Marketplace,
Genesis Store,
GONZALEZ,VILLEGAS
ARIAS,GOMEZ
"Atlantic Diamond Group, S.A. DE C.V.",
LELO DE LARREA,VENTIMILLA
LELO DE LA REA,Horacio
Clemente,PADILLA
Pedro,RIVAS
"Asesores Y Promotores ACG, S.A. DE C.V.",
"Bussines Corporativo T Service INC, S.A. DE C.V.",
"Constructores B2, S.A. DE C.V.",
"Corporativo Bussines MX Insider, S.A. DE C.V.",
"Corporativo Soporte Legal Recovery, S.A. DE C.V.",
"NT Insurance Corporativo, S.A. DE C.V.",
"Resguardo De Valores Y Servicios Integrales RSVI, S.A. DE C.V.",
"T Service Bussines INC, S.A. DE C.V.",
Al-Assad,Wassim
al-Assad,Waseem
al-Assad,Waseem
al-Assad,Wassim
Non-Latin: ابو زریق,Non-Latin: عماد
Abu Zureiq,Imad
Non-Latin: الأسد,Non-Latin: سامر
al-Asad,Samer
Daqqou,Hassan
Daqou,Hassan
Dago,Hassan
Daqou,Mohamed
Daqou,Hassan
Dukko,Hassan
Daqu,Hassan
Deqqo,Hassan
daqou,Hassan
QADDOUR,Khalid
Qaddour,Khaled
Hassan Daqqou Trading,
Hasan Deqqou Trading,
Al-Israa Establishment for Import and Export,
Al Israa Import and Export Establishment,
Non-Latin: زعيتر,Non-Latin: نوح
Zuaiter,Nuah
Wu,Yonghao
Rubio Zea,Ana
Mkrtychev,Ashot
Mkrtycev,Asot
Skoch,Vladimir
AL-URAYDI,Sami
Eridi,Sami
Al-Shami,Abu Mahmud
Nasirkhodjaev,Shokhrukh
Nasirkhodjaev,Shokrukh
Narzieva,Nasiba
Narzieva,Saodat
Tabacalera del Este S.A.,
Tabesa,
Efendiev,Nazim
Kocharov,Vakhtang
Vakanas,Antonis
Kocharova,Gulnoz
Ismailova,Gulnoz
Streshinskaya,Natalia
Streshinskaya,Natalia
Streshinskaya,Natalya
Davydova,Natalya
Tetya Motya,
Non-Latin: 金派科技(香港)有限公司,"Non-Latin: King-Pai Technology HK Co., Limited"
"King Pai Technology Co., Ltd.",
"Jinpai Technology Hong Kong Co., Ltd.",
"P.L. KAPITZA INSTITUTE FOR PHYSICAL PROBLEMS, RUSSIAN ACADEMY OF SCIENCES",
Federalnoe Gosudarstvennoe Byudzhetnoe Uchrezhdenie Nauki Institut Fizicheskikh Problem Im. P.L. Kapitsy Rossiskoi Akademii Nauk,
IFP RAN FGBU,
KIPP,
Federalnoe Gosudarstvennoe Byudzhetnoe Uchrezhdenie Nauki Institut Fizicheskikh Problem IM. P.L. Kapitsy Rossiskoi Akademii Nauk BU,
"SUMILAB, S.A. DE C.V.",
GUZMAN,LOPEZ
El Guero,
Guero Moreno,
Moreno,
PEREZ,URIBE
PAEZ,LOPEZ
International Investment Bank,
IIB,
Mezhdunarodny Investitsionny Bank,
Joint Stock Company IIB Capital,
CJSC IIB Capital,
AO MIB Kapital,
Non-Latin: Obshchestvo S Ogranichennoi Otvetstvennostyu Kholdingovaya Kompaniya Yuesem,Non-Latin: Общество с Ограниченной Ответственностью Холдинговая Компания Юэсэм
Limited Liability Company Holding Company Yuesem,
Non-Latin: OOO Khk Yuesem,Non-Latin: ООО Хк Юэсэм
USM Holdings Limited,
Non-Latin: Лебединский Горно Обогатительный Комбинат Акционерное Общество,Non-Latin: Lebedinskiy Gorno Obogatitelniy Kombinat Joint Stock Company
Lebedinski GOK AO,
Lebedinskiy GOK JSC,
LGOK,
Non-Latin: Storm Technologies Limited Liability Company,Non-Latin: ШТОРМ Технологии Общество с Ограниченной Ответственностью
Shtorm Tekhnologii OOO,
Non-Latin: Юэсэм Сити Oбщество с Ограниченной Ответственностью,Non-Latin: USM City Limited Liability Company
Skoch,Varvara
Skoch,Varvara
Non-Latin: Dexias Endüstriyel Ürünler ve Ticaret Limited Şirketi,Non-Latin: Dexias International Products and Trade Limited Company
Dexias IPTLC,
Logaid,
Petersburg Intelligent Transport Logistics,
PIT Logistiks,
PIT Logistics,
LLC TestKomplekt,
LLC T-Komponent SP,
T-Component,
LLC Vest-Ost,
West-Ost,
Brand Server Options,
BSO,
Aktsionernoe Obshchestvo Testpribor,
AO Testpribor,
JSC Testpribor,
Aktsionernoe Obshchestvo Proton-Elektroteks,
AO Proton-Elektroteks,
JSC Proton-Electrotex,
Aktsionernoe Obshchestvo Torgovyi Dom Proton-Elektroteks,
AO TD Proton-Elektroteks,
Trading House Proton-Electrotex,
Phoenix Electronics,
Feniks Elektroniks,
Aktsionernoe Obshchestvo Proton,
AO Proton,
JSC Proton,
Simmetron Elektronnye Komponenty,
Simmetron EK,
Symmetron,
Torgovyi Dom Simmetron Elektronnye Komponenty,
TD Simmetron EK OOO,
TH Symmetron Electronic Components,
OOO Titan-Micro,
Titan-Mikro,
Publichnoe Aktsionernoe Obschestvo Electrovipryamitel,
Otkrytoe Aktsionernoe Obschestvo Electrovipryamitel,
JSC Electrovipryamitel,
Neotekhnika OOO,
LLC Minatekh,
Minateh,
LLC EvroMikroTekh,
EMT OOO,
Euromicrotech,
LLC Elsiton Komponent,
Elitan Trade OOO,
Elitan Treid,
Limited Liability Company BSP Global,
BSP Security,
LLC BSP Global,
Limited Liability Company Kvazar,
Kvazar OOO,
Limited Liability Company Spetsvoltazh,
OOO Spetsvoltazh,
Specvolt,
Elmec Trade OU,
AK Systems,
AK Sistems,
LLC Spetselservis,
Specelservis,
NPF-Radiotekhkomplekt AO,
Zakrytoe Aktsionernoe Obshchestvo NPF Radiotekhkomplekt,
ZAO NPF Radiotekhkomplekt,
Komponenta AO,
Komponenta Inc,
LLC Onelek,
LLC Onelec,
Limited Liability Company Forepost Trading,
Forepost Trading LLC,
Joint Stock Company Compel,
AO Kompel,
Matriks Elektronika,
LLC Tellur Elektroniks,
Tellur Electronics,
Sibelkom-Logistik OOO,
FT-Logistic,
Nauchno-Proizvodstvennoe Predpriyatie Gurami Elektroniks,
NPP Gurami Elektroniks,
Target Electronics,
Target Elektroniks,
Inelso OOO,
Avesto OOO,
Proistok OOO,
ProiStock,
Mikrosan OOO,
Microsun,
RSV-Ekspert OOO,
Ekspert,
NPK Expert,
Efimov,Anton
Efimov,Anton
Elfaro OU,
OU Inelso,
Midas Ressources SARLU,
Midas Ressources,
Midas Ressources Mining Company,
Midas Ressources SURL,
MIDAS SURL,
MIDAS RESSOURCES LIMITED LIABILITY,
MIDAS RESOURCES,
Firov,Alim
Dexias Limited Liability Company,
Non-Latin: ООО Дексиас,Non-Latin: Dexias LLC
TSOFT LLC,
TSOFT OOO,
Mainbox LLC,
Mainbox Limited Liability Company,
Non-Latin: FEDOROVSKOE OOO,Non-Latin: Федоровское ООО
Fedorovskoe LLC,
Non-Latin: RG Nedra 1 Limited Liability Company,Non-Latin: Общество с ограниченной ответственностью РГ Недра 1
Diamville SAU,
DIAM VILLE,
Diamville SAUAG,
Diamville,
Diamville Company,
Non-Latin: YUESEM MARKIROVKA OOO,Non-Latin: ЮЭсЭм маркировка ООО
Yuesem Markirovka Limited Liability Company,
Non-Latin: Limited Liability Company DM,"Non-Latin: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДМ"""
"DM, LLC",
Non-Latin: اندستر ريسورسز للتجارة العامة,Non-Latin: Industrial Resources General Trading
Industrial Resources General Trading LLC,
Non-Latin: UDOKAN COPPER LLC,Non-Latin: Удоканская Медь ООО
Non-Latin: ЮЭсЭм Цемент ООО,Non-Latin: USM CEMENT LLC
MEXPACKING SOLUTIONS,
MEXPACKING,
Mario,Trevizo
Cinthia,Almeida
Ernesto,Trevizo
Non-Latin: ЮЭсЭм Голд Oбщество с Ограниченной Ответственностью,Non-Latin: USM Gold Limited Liability Company
Non-Latin: Limited Liability Company USM Telecom,Non-Latin: Общество с Ограниченной Ответственностью Юэсэм Телеком
OOO Yuesem Telekom,
Non-Latin: Digital Invest Limited Liability Company,Non-Latin: Диджитал Инвест Общество с ограниченной ответственностью
OOO Didzhital Invest,
Non-Latin: Azu International Bilgi Teknolojileri Ve Dis Ticaret Limited Sirketi,Non-Latin: Azu International Bilgi Teknolojileri Ve Diş Ticaret Limited Şirket
Azu International Information Technologies and Foreign Trade Limited Company,
Azu International Bilgi Tekn Ve Dis Ti Ltd Sti,
Non-Latin: International Digital Technology Centre Limited Liability Company,Non-Latin: Центрмеждународных цифровых технологий Общество с ограниченной ответственностью
CMCT LLC,
Non-Latin: AF Telecom Holding Limited Liability Company,Non-Latin: АФ Телеком холдинг Общество с ограниченной ответственностью
AF Telekom Kholding OOO,
AF Telekom Holding OOO,
Non-Latin: Onefactor Limited Liability Company,Non-Latin: ЕдиныйФактор Общество с ограниченной ответственностью
Edinyfaktor OOO,
Yedinyifaktor OOO,
Non-Latin: Nexign Joint Stock Company,Non-Latin: Нэксайн Акционерное общество
Neksain AO,
Bodeau,Gary
Non-Latin: ЮЭсЭм Урбан Майнинг Общество С Ограниченной Ответственность,Non-Latin: USM Urban Mining Limited Liability Company
Non-Latin: Βασιλειαδησ,Non-Latin: Χριστοδουλοσ
Vassiliades,Christodoulos
Vasiliadis,Christodoulos
Vasileiadis,Hristodoylos
Non-Latin: Καμπερη,Non-Latin: Κυριακη
Kamperi,Koulla
Kamperi,Kyriakou
CHRISTODOULOS G. VASSILIADES & CO. LLC,
Christodoulos G. Vassiliades and Co. LLC,
VASSILIADES & CO UK LIMITED,
Vassiliades and Co UK Limited,
VASSILIADES & CO. MALTA LIMITED,
Vassiliades and Co. Malta Limited,
IONICS NOMINEES LIMITED,
LEDRA NOMINEES LIMITED,
LEDRA TRUSTEES LIMITED,
LEDRA TRUSTEE SERVICES LIMITED,
Vassiliades,Anna
Vasileiadi,Anna
Vassiliades,Maria
Vassiliadou,Anna
Non-Latin: Βασιλειαδησ,Non-Latin: Γιωργοσ
Vasileiadis,Giorgos
Vasiliadis,Giorgos
Non-Latin: JSC Nauchno Issledovatelsky i Konstruktorsky Institut Montazhnoy Technology Atomstroy,Non-Latin: АО Научно Исследовательский И Конструкторский Институт Монтажной Технологии Атомстрой
JSC Nauchno Issledovatelsky i Konstruktorsky Institut Montazhnoy Tekhnologii Atomstroy,
NIKIMT Atomstroy,
NIKIMT Atomstroy JSC,
Rusatom Overseas Joint Stock Company,
Non-Latin: Rusatom Overseas JSC,Non-Latin: АО Русатом Оверсиз
RAOS JSC,
JSC Rusatom Oversiz,
Non-Latin: Kovrov Mechanical Plant PJSC,Non-Latin: ПАО Ковровский Механический Завод
Kovrov Mechanical Plant,
PJSC KMZ,
Non-Latin: Federal Scientific And Production Center MV Protsenko Start Production Association JSC,Non-Latin: АО Федеральный Научно Производственный Центр Производственное Объединение Старт Имени МВ Проценко
JSC Federalny Nauchno Proizvodstvenny Center Production Obyedineniye Start Imeni MV Protsenko,
JS FRPC PA Start Named After MV Protsenko,
FNPTS PO Start Im MV Protsenko AO,
M V Protsenko PA Start,
Patriot Private Military Company,
Non-Latin: ЧВК Патриот,Non-Latin: Patriot PMC
Non-Latin: Хуснуллин,Non-Latin: Марат
Pakermanov,Evgeny
Pakermanov,Evgeni
China Head Aerospace Technology Company,
China Head Technology Co,
Head Aerospace Group,
Non-Latin: U-Terra LLC,Non-Latin: Ю-Терра ООО
Yu-Terra LLC,
Non-Latin: Цинкум ООО,Non-Latin: Zincum LLC
Metalloinvest Trading Ag,
MIT AG,
Non-Latin: Hamriyah Steel Free Zone Company,Non-Latin: الحمرية للحديد ش م ح
Hamriyah Steel FZC,
Akkermann Cement CA Limited Liability Company,
Non-Latin: Akkerman Cement TSA LLC,Non-Latin: ООО Аккерманн Цемент ЦА
Akkerman Cement Central Asia,
Akkermann Tsement TSa OOO,
Akkerman Cement CA OOO,
Akkerman Cement CA Mas Uliyati Cheklangan Jamiyati,
Non-Latin: City Development Limited Liability Company,Non-Latin: Сити-Девелопмент Общество с ограниченной ответственностью
OOO Siti-Development,
Non-Latin: Akhangarancement Joint Stock Company,Non-Latin: Акционерное Общество Ахангаранцемент
Ohangaronsement Aksiyadorlik Jamiyatiga,
Joint Stock Company Ohangaronsement,
Non-Latin: Limited Liability Company Forum,Non-Latin: Общество С Ограниченной Ответственностью Форум
OOO Forum,
Non-Latin: Общество С Ограниченной Ответственностью Земельные Технологии,Non-Latin: Limited Liability Company Land Technologies
OOO Zemelnye Tekhnologii,
Non-Latin: Limited Liability Company Novogorsk Real Estate,Non-Latin: Общество С Ограниченной Ответственностью Новогорск Недвижимость
OOO Novogorsk Nedvizhimost,
Non-Latin: Мегафон ПАО,Non-Latin: Megafon PAO
Non-Latin: Joint Stock Company Vladimir Production Amalgamation Tochmash,Non-Latin: Акционерное Общество Владимирское Производственное Объединение Точмаш
JSC VPA Tochmash,
VPO Tochmash AO,
Tochmash,
Vladimir Tochmash,
Non-Latin: Холдинговая Компания Металлоинвест АО,Non-Latin: Holdingovaya Kompaniya Metalloinvest AO
Management Company Metalloinvest LLC,
Non-Latin: Управляющая Компания Металлоинвест OOO,Non-Latin: Upravlyayushtaya Kompaniya Metalloinvest OOO
Non-Latin: Михайловский Горно Обогатительный Комбинат Акционерное общество,Non-Latin: Mikhailovskiy Gorno Obogatitelniy Kombinat Joint Stock Company
Non-Latin: USM Metalloinvest Limited Liability Company,Non-Latin: Юэсэм Металлоинвест Общество с Ограниченной Ответственностью
Yuesem Metalloinvest OOO,
BALTIYSK,
Avrora Altair,
Non-Latin: Аккерманн Цемент ООО,Non-Latin: Akkerman Cement OOO
Avrora Regul,
Non-Latin: OSKOL ELECTROMETALLURGICAL PLANT AO,Non-Latin: Оскольский электрометаллургический комбинат имени Алексея Алексеевича Угарова Акционерное общество
Ahmad,Firas
Ahmad,Firas
Ahmad,Firas
Non-Latin: احمد,Non-Latin: هند
Ahmed,Hind
Ahmad,Dida
Ahmad,Hind
Baker,Rami
Non-Latin: باقر,Non-Latin: رامي كامل
Rami,Yaacoub
Baker,Ramy
Non-Latin: Дитрих,Non-Latin: Евгений
Ditrih,Evgenii
Ditrikh,Evgeni
Baker,Rima
Non-Latin: باقر,Non-Latin: ريما
Baqer,Rima
Ahmad,Rima
Hijazi,Mohamad
Hejazi,Mohammed
Hijazi,Muhammad
Ismail,Mohamad
Non-Latin: Artvin Maritime and Trade Limited Company,Non-Latin: Artvin Denizcilik ve Ticaret Limited Şirketi
Non-Latin: Salda Management Denizcilik ve Ticaret Limited Şirketi,Non-Latin: Salda Management Maritime and Trade Limited Company
Avrora Sirius,
Navis 6,
Petrotrans 5902,
Vladimir Latyshev,
Non-Latin: Limited Liability Company Novelco,Non-Latin: Общество С Ограниченной Ответственностью Новелко
Limited Liability Company Novelko,
Victor Andryukhin,
Non-Latin: ALL RUSSIAN CHILDREN AND YOUTH MILITARY PATRIOTIC PUBLIC MOVEMENT YOUTH ARMY,Non-Latin: Всероссийское военно Патриотическое общественное движение Юнармия
All-Russia Young Army Military Patriotic Social Movement,
Vserossiskoe Detsko-Yunosheskoe Voennopatrioticheskoe Obshchestvennoe Dvizhenie Yunarmiya,
Yunarmia,
Yunarmiya,
Leonid Pestrikov,
Non-Latin: Григорьев,Non-Latin: Григорий
Grigorev,Girgorij
Nikolai Leonov,
Alpha Helios,
Non-Latin: STATE BUDGETARY EDUCATIONAL INSTITUTION OF ADDITIONAL EDUCATION OF THE REPUBLIC OF CRIMEA CRIMEA PATRIOT CENTER,Non-Latin: Государственное Бюджетное Образовательное Учреждение Дополнительного Образования Республики Крым Крымпатриотцентр
